timestamp,robot_id,left_rpm,right_rpm,battery_v,distance_cm,imu_heading_deg
2025-06-29 10:00:32.300,MiniBot_1,33.59,12.17,7.26,104.6,4.1
2025-06-29 10:00:32.400,MiniBot_1,114.58,58.3,7.23,141.0,4.1
2025-06-29 10:00:32.500,MiniBot_1,88.55,30.81,7.27,57.9,3.4
2025-06-29 10:00:32.600,MiniBot_1,66.52,34.18,7.25,68.5,2.1
2025-06-29 10:00:32.700,MiniBot_1,73.41,36.87,7.29,126.6,1.4
2025-06-29 10:00:32.800,MiniBot_1,50.35,96.36,7.28,180.6,3.3
2025-06-29 10:00:32.900,MiniBot_1,29.73,64.7,7.25,163.9,2.9
2025-06-29 10:00:33.000,MiniBot_1,42.72,37.36,7.23,120.8,2.7
2025-06-29 10:00:33.100,MiniBot_1,90.94,73.24,7.25,148.7,3.0
2025-06-29 10:00:33.200,MiniBot_1,1.73,85.94,7.27,79.3,4.9
2025-06-29 10:00:33.300,MiniBot_1,13.93,32.71,7.26,131.8,3.9
2025-06-29 10:00:33.400,MiniBot_1,5.52,49.63,7.29,98.6,4.6
2025-06-29 10:00:33.500,MiniBot_1,4.89,14.63,7.25,46.1,5.5
2025-06-29 10:00:33.600,MiniBot_1,102.66,21.74,7.24,143.3,5.9
2025-06-29 10:00:33.700,MiniBot_1,84.44,81.73,7.27,115.7,4.3
2025-06-29 10:00:33.800,MiniBot_1,56.9,21.77,7.27,78.1,5.0
2025-06-29 10:00:33.900,MiniBot_1,11.74,63.02,7.25,183.2,3.2
2025-06-29 10:00:34.000,MiniBot_1,58.99,85.09,7.27,14.0,3.6
2025-06-29 10:00:34.100,MiniBot_1,56.82,12.83,7.26,70.0,4.6
2025-06-29 10:00:34.200,MiniBot_1,20.78,68.08,7.22,20.8,3.4
2025-06-29 10:00:34.300,MiniBot_1,52.06,30.79,7.26,155.6,4.8
2025-06-29 10:00:34.400,MiniBot_1,47.82,115.55,7.26,143.4,2.9
2025-06-29 10:00:34.500,MiniBot_1,73.9,58.03,7.27,73.0,4.3
2025-06-29 10:00:34.600,MiniBot_1,76.21,96.72,7.24,138.4,4.1
2025-06-29 10:00:34.700,MiniBot_1,5.44,66.03,7.26,85.2,3.0
2025-06-29 10:00:34.800,MiniBot_1,44.95,5.21,7.27,153.7,1.5
2025-06-29 10:00:34.900,MiniBot_1,75.1,75.98,7.23,96.3,3.3
2025-06-29 10:00:35.000,MiniBot_1,60.38,114.17,7.23,88.3,1.6
2025-06-29 10:00:35.100,MiniBot_1,102.78,72.19,7.27,187.6,0.4
2025-06-29 10:00:35.200,MiniBot_1,79.04,98.3,7.29,57.7,359.8
2025-06-29 10:00:35.300,MiniBot_1,19.55,106.1,7.23,32.9,0.3
2025-06-29 10:00:35.400,MiniBot_1,8.47,27.37,7.27,121.1,0.5
2025-06-29 10:00:35.500,MiniBot_1,77.09,25.45,7.24,194.2,359.0
2025-06-29 10:00:35.600,MiniBot_1,3.18,73.32,7.29,81.8,358.1
2025-06-29 10:00:35.700,MiniBot_1,70.29,49.32,7.23,21.8,357.1
2025-06-29 10:00:35.800,MiniBot_1,112.83,100.78,7.27,74.5,355.9
2025-06-29 10:00:35.900,MiniBot_1,69.06,108.0,7.24,106.1,355.6
2025-06-29 10:00:36.000,MiniBot_1,46.58,42.41,7.25,40.8,356.4
2025-06-29 10:00:36.100,MiniBot_1,77.19,28.42,7.27,135.0,355.3
2025-06-29 10:00:36.200,MiniBot_1,54.99,93.66,7.26,199.6,354.7
2025-06-29 10:00:36.300,MiniBot_1,65.47,32.98,7.23,95.8,354.3
2025-06-29 10:00:36.400,MiniBot_1,112.98,98.71,7.25,77.4,356.2
2025-06-29 10:00:36.500,MiniBot_1,46.33,50.85,7.24,86.1,358.0
2025-06-29 10:00:36.600,MiniBot_1,115.34,80.11,7.21,31.9,359.2
2025-06-29 10:00:36.700,MiniBot_1,108.64,11.46,7.28,177.8,358.2
2025-06-29 10:00:36.800,MiniBot_1,23.49,74.86,7.21,88.8,356.5
2025-06-29 10:00:36.900,MiniBot_1,8.32,54.21,7.24,83.6,355.7
2025-06-29 10:00:37.000,MiniBot_1,12.09,70.39,7.26,135.3,354.8
2025-06-29 10:00:37.100,MiniBot_1,2.19,20.16,7.27,94.0,354.8
2025-06-29 10:00:37.200,MiniBot_1,11.33,88.42,7.25,133.2,355.9
2025-06-29 10:00:37.300,MiniBot_1,81.96,103.54,7.23,21.7,357.4
2025-06-29 10:00:37.400,MiniBot_1,8.54,26.01,7.25,164.6,358.8
2025-06-29 10:00:37.500,MiniBot_1,38.28,11.49,7.21,188.7,358.2
2025-06-29 10:00:37.600,MiniBot_1,101.39,2.84,7.27,133.3,358.9
2025-06-29 10:00:37.700,MiniBot_1,2.79,77.04,7.24,191.4,358.2
2025-06-29 10:00:37.800,MiniBot_1,97.74,72.85,7.27,38.8,356.4
2025-06-29 10:00:37.900,MiniBot_1,33.82,65.6,7.23,100.7,357.2
2025-06-29 10:00:38.000,MiniBot_1,14.18,27.83,7.22,124.3,355.3
2025-06-29 10:00:38.100,MiniBot_1,83.61,46.91,7.25,120.5,354.9
2025-06-29 10:00:38.200,MiniBot_1,75.47,71.34,7.29,86.3,354.2
2025-06-29 10:00:38.300,MiniBot_1,105.3,59.61,7.24,74.2,355.0
2025-06-29 10:00:38.400,MiniBot_1,88.21,118.53,7.23,34.1,356.1
2025-06-29 10:00:38.500,MiniBot_1,96.42,16.37,7.23,84.4,355.3
2025-06-29 10:00:38.600,MiniBot_1,33.84,83.42,7.21,40.9,356.5
2025-06-29 10:00:38.700,MiniBot_1,21.29,48.52,7.26,149.5,355.7
2025-06-29 10:00:38.800,MiniBot_1,90.07,51.38,7.22,49.7,355.5
2025-06-29 10:00:38.900,MiniBot_1,96.82,86.11,7.21,21.1,356.4
2025-06-29 10:00:39.000,MiniBot_1,118.86,83.09,7.27,114.9,357.2
2025-06-29 10:00:39.100,MiniBot_1,49.51,118.95,7.23,123.1,359.1
2025-06-29 10:00:39.200,MiniBot_1,44.64,15.41,7.25,175.7,358.0
2025-06-29 10:00:39.300,MiniBot_1,93.17,12.49,7.24,119.6,358.7
2025-06-29 10:00:39.400,MiniBot_1,40.9,86.92,7.23,75.6,359.1
2025-06-29 10:00:39.500,MiniBot_1,111.69,69.41,7.25,162.6,0.8
2025-06-29 10:00:39.600,MiniBot_1,103.01,32.9,7.25,112.7,359.4
2025-06-29 10:00:39.700,MiniBot_1,51.48,9.53,7.23,25.1,0.4
2025-06-29 10:00:39.800,MiniBot_1,90.1,10.28,7.26,117.5,0.7
2025-06-29 10:00:39.900,MiniBot_1,90.55,107.3,7.26,182.5,359.8
2025-06-29 10:00:40.000,MiniBot_1,12.37,23.02,7.22,85.3,359.7
2025-06-29 10:00:40.100,MiniBot_1,108.31,38.8,7.26,66.3,359.0
2025-06-29 10:00:40.200,MiniBot_1,60.63,27.2,7.22,37.3,359.3
2025-06-29 10:00:40.300,MiniBot_1,99.17,42.6,7.22,38.8,0.9
2025-06-29 10:00:40.400,MiniBot_1,38.41,8.33,7.27,92.2,1.2
2025-06-29 10:00:40.500,MiniBot_1,107.46,62.29,7.24,123.2,1.7
2025-06-29 10:00:40.600,MiniBot_1,46.7,8.11,7.21,25.3,1.8
2025-06-29 10:00:40.700,MiniBot_1,1.3,96.04,7.25,188.5,360.0
2025-06-29 10:00:40.800,MiniBot_1,108.65,28.05,7.24,153.5,358.9
2025-06-29 10:00:40.900,MiniBot_1,10.95,64.8,7.22,121.5,358.9
2025-06-29 10:00:41.000,MiniBot_1,38.32,105.61,7.21,167.4,358.1
2025-06-29 10:00:41.100,MiniBot_1,114.01,78.11,7.23,25.2,356.8
2025-06-29 10:00:41.200,MiniBot_1,114.07,63.95,7.24,100.6,356.9
2025-06-29 10:00:41.300,MiniBot_1,68.81,38.92,7.2,129.7,356.1
2025-06-29 10:00:41.400,MiniBot_1,75.82,39.96,7.19,167.4,355.2
2025-06-29 10:00:41.500,MiniBot_1,53.81,80.34,7.21,158.9,355.0
2025-06-29 10:00:41.600,MiniBot_1,35.19,119.3,7.22,62.6,353.6
2025-06-29 10:00:41.700,MiniBot_1,39.44,79.42,7.24,188.8,355.3
2025-06-29 10:00:41.800,MiniBot_1,80.7,66.93,7.24,33.6,356.7
2025-06-29 10:00:41.900,MiniBot_1,90.28,87.68,7.21,176.3,357.6
2025-06-29 10:00:42.000,MiniBot_1,94.99,55.82,7.22,194.5,356.0
2025-06-29 10:00:42.100,MiniBot_1,94.75,7.22,7.2,43.7,357.1
2025-06-29 10:00:42.200,MiniBot_1,10.94,67.48,7.21,147.2,358.3
2025-06-29 10:00:42.300,MiniBot_1,59.33,114.92,7.25,17.7,359.4
2025-06-29 10:00:42.400,MiniBot_1,6.91,21.04,7.2,87.0,357.9
2025-06-29 10:00:42.500,MiniBot_1,65.94,82.8,7.24,108.1,358.4
2025-06-29 10:00:42.600,MiniBot_1,52.98,24.11,7.23,120.3,359.8
2025-06-29 10:00:42.700,MiniBot_1,106.52,64.3,7.22,187.8,0.1
2025-06-29 10:00:42.800,MiniBot_1,42.11,11.6,7.18,137.7,0.7
2025-06-29 10:00:42.900,MiniBot_1,14.05,54.04,7.16,101.4,0.5
2025-06-29 10:00:43.000,MiniBot_1,17.16,90.74,7.21,163.8,0.6
2025-06-29 10:00:43.100,MiniBot_1,91.38,41.71,7.22,190.6,358.8
2025-06-29 10:00:43.200,MiniBot_1,74.19,79.79,7.21,14.2,359.3
2025-06-29 10:00:43.300,MiniBot_1,12.13,95.45,7.2,196.7,357.6
2025-06-29 10:00:43.400,MiniBot_1,10.09,111.26,7.23,26.4,357.4
2025-06-29 10:00:43.500,MiniBot_1,84.12,28.16,7.18,164.7,356.6
2025-06-29 10:00:43.600,MiniBot_1,8.73,47.92,7.21,63.3,356.7
2025-06-29 10:00:43.700,MiniBot_1,98.62,18.29,7.21,35.1,355.3
2025-06-29 10:00:43.800,MiniBot_1,84.75,119.1,7.2,93.6,356.0
2025-06-29 10:00:43.900,MiniBot_1,9.76,111.24,7.21,132.4,357.2
2025-06-29 10:00:44.000,MiniBot_1,10.18,64.79,7.2,82.4,355.9
2025-06-29 10:00:44.100,MiniBot_1,118.4,101.04,7.23,20.4,354.3
2025-06-29 10:00:44.200,MiniBot_1,44.91,62.51,7.23,123.9,352.9
2025-06-29 10:00:44.300,MiniBot_1,44.48,74.83,7.24,181.5,354.4
2025-06-29 10:00:44.400,MiniBot_1,97.54,10.69,7.21,82.8,354.5
2025-06-29 10:00:44.500,MiniBot_1,113.67,90.63,7.2,51.1,354.4
2025-06-29 10:00:44.600,MiniBot_1,118.32,15.33,7.2,94.1,352.8
2025-06-29 10:00:44.700,MiniBot_1,90.41,99.13,7.18,19.2,353.4
2025-06-29 10:00:44.800,MiniBot_1,45.15,93.84,7.21,165.9,354.9
2025-06-29 10:00:44.900,MiniBot_1,10.02,85.05,7.2,167.0,356.2
2025-06-29 10:00:45.000,MiniBot_1,93.26,4.34,7.23,121.7,356.7
2025-06-29 10:00:45.100,MiniBot_1,67.01,36.38,7.22,77.1,355.0
2025-06-29 10:00:45.200,MiniBot_1,50.91,31.57,7.2,162.0,353.4
2025-06-29 10:00:45.300,MiniBot_1,108.76,43.22,7.19,115.4,351.6
2025-06-29 10:00:45.400,MiniBot_1,13.34,10.52,7.22,166.9,350.6
2025-06-29 10:00:45.500,MiniBot_1,59.12,112.43,7.21,130.0,349.2
2025-06-29 10:00:45.600,MiniBot_1,1.36,66.46,7.24,159.0,348.2
2025-06-29 10:00:45.700,MiniBot_1,56.24,36.66,7.22,123.7,347.8
2025-06-29 10:00:45.800,MiniBot_1,6.76,47.64,7.19,88.7,349.5
2025-06-29 10:00:45.900,MiniBot_1,14.26,53.66,7.2,192.0,350.0
2025-06-29 10:00:46.000,MiniBot_1,14.1,72.07,7.2,112.8,351.3
2025-06-29 10:00:46.100,MiniBot_1,77.91,61.88,7.21,125.0,352.2
2025-06-29 10:00:46.200,MiniBot_1,89.53,110.33,7.21,51.9,350.6
2025-06-29 10:00:46.300,MiniBot_1,70.0,59.64,7.22,128.9,351.6
2025-06-29 10:00:46.400,MiniBot_1,115.46,119.06,7.19,118.6,350.7
2025-06-29 10:00:46.500,MiniBot_1,44.98,102.17,7.2,45.1,351.2
2025-06-29 10:00:46.600,MiniBot_1,34.29,25.02,7.2,21.3,350.6
2025-06-29 10:00:46.700,MiniBot_1,104.23,111.67,7.22,124.8,352.6
2025-06-29 10:00:46.800,MiniBot_1,26.83,13.96,7.25,155.1,351.6
2025-06-29 10:00:46.900,MiniBot_1,115.59,98.09,7.18,109.4,350.7
2025-06-29 10:00:47.000,MiniBot_1,1.46,45.67,7.21,53.1,352.5
2025-06-29 10:00:47.100,MiniBot_1,116.39,105.36,7.22,136.6,350.6
2025-06-29 10:00:47.200,MiniBot_1,5.18,104.17,7.19,25.2,351.3
2025-06-29 10:00:47.300,MiniBot_1,106.94,96.71,7.21,93.9,352.3
2025-06-29 10:00:47.400,MiniBot_1,63.32,94.8,7.18,41.0,353.6
2025-06-29 10:00:47.500,MiniBot_1,119.16,36.56,7.19,45.0,355.5
2025-06-29 10:00:47.600,MiniBot_1,8.86,9.71,7.19,48.4,357.4
2025-06-29 10:00:47.700,MiniBot_1,66.46,48.36,7.23,83.5,355.7
2025-06-29 10:00:47.800,MiniBot_1,116.32,20.82,7.18,19.7,356.9
2025-06-29 10:00:47.900,MiniBot_1,62.77,83.39,7.2,85.6,357.5
2025-06-29 10:00:48.000,MiniBot_1,75.53,41.53,7.21,107.2,358.1
2025-06-29 10:00:48.100,MiniBot_1,83.49,117.07,7.2,101.8,356.6
2025-06-29 10:00:48.200,MiniBot_1,54.54,76.92,7.23,82.7,357.2
2025-06-29 10:00:48.300,MiniBot_1,75.31,98.7,7.19,169.4,359.2
2025-06-29 10:00:48.400,MiniBot_1,70.12,15.9,7.22,37.6,0.8
2025-06-29 10:00:48.500,MiniBot_1,108.14,103.44,7.22,106.1,0.6
2025-06-29 10:00:48.600,MiniBot_1,5.45,110.73,7.23,21.8,358.7
2025-06-29 10:00:48.700,MiniBot_1,33.72,58.45,7.17,23.5,358.2
2025-06-29 10:00:48.800,MiniBot_1,114.05,72.75,7.21,119.0,359.5
2025-06-29 10:00:48.900,MiniBot_1,106.83,91.78,7.17,117.5,0.3
2025-06-29 10:00:49.000,MiniBot_1,54.68,20.98,7.21,176.8,0.1
2025-06-29 10:00:49.100,MiniBot_1,74.42,60.31,7.23,116.0,358.3
2025-06-29 10:00:49.200,MiniBot_1,33.29,47.84,7.22,192.4,358.1
2025-06-29 10:00:49.300,MiniBot_1,22.57,17.56,7.17,19.3,357.9
2025-06-29 10:00:49.400,MiniBot_1,55.64,44.1,7.2,28.6,359.6
2025-06-29 10:00:49.500,MiniBot_1,42.4,8.18,7.2,18.4,0.2
2025-06-29 10:00:49.600,MiniBot_1,70.04,3.1,7.19,45.2,359.5
2025-06-29 10:00:49.700,MiniBot_1,9.33,16.22,7.18,112.8,359.6
2025-06-29 10:00:49.800,MiniBot_1,116.93,115.57,7.17,132.7,357.8
2025-06-29 10:00:49.900,MiniBot_1,118.35,65.94,7.16,18.7,359.7
2025-06-29 10:00:50.000,MiniBot_1,83.78,115.9,7.2,189.7,359.2
2025-06-29 10:00:50.100,MiniBot_1,64.33,51.9,7.22,170.0,359.1
2025-06-29 10:00:50.200,MiniBot_1,37.14,37.42,7.2,66.4,358.5
2025-06-29 10:00:50.300,MiniBot_1,97.66,60.74,7.19,24.7,359.2
2025-06-29 10:00:50.400,MiniBot_1,82.17,52.74,7.21,42.3,359.9
2025-06-29 10:00:50.500,MiniBot_1,19.51,12.68,7.21,34.1,0.7
2025-06-29 10:00:50.600,MiniBot_1,109.31,76.9,7.18,33.4,359.8
2025-06-29 10:00:50.700,MiniBot_1,98.7,25.92,7.19,108.5,359.1
2025-06-29 10:00:50.800,MiniBot_1,113.98,74.35,7.19,56.7,357.6
2025-06-29 10:00:50.900,MiniBot_1,87.09,78.02,7.2,78.0,358.2
2025-06-29 10:00:51.000,MiniBot_1,73.61,18.24,7.19,198.0,356.3
2025-06-29 10:00:51.100,MiniBot_1,50.19,7.36,7.21,140.0,356.7
2025-06-29 10:00:51.200,MiniBot_1,111.93,93.69,7.17,190.3,358.2
2025-06-29 10:00:51.300,MiniBot_1,103.93,55.18,7.17,37.1,359.8
2025-06-29 10:00:51.400,MiniBot_1,5.43,6.98,7.22,82.6,359.6
2025-06-29 10:00:51.500,MiniBot_1,3.16,119.38,7.2,115.4,359.4
2025-06-29 10:00:51.600,MiniBot_1,45.18,6.93,7.21,24.6,357.7
2025-06-29 10:00:51.700,MiniBot_1,97.27,83.4,7.2,10.8,358.4
2025-06-29 10:00:51.800,MiniBot_1,118.47,118.04,7.19,137.4,359.7
2025-06-29 10:00:51.900,MiniBot_1,18.05,28.7,7.21,131.9,358.7
2025-06-29 10:00:52.000,MiniBot_1,71.3,17.07,7.2,88.0,358.3
2025-06-29 10:00:52.100,MiniBot_1,45.71,14.57,7.2,103.0,359.7
2025-06-29 10:00:52.200,MiniBot_1,116.39,36.39,7.18,88.9,1.2
2025-06-29 10:00:52.300,MiniBot_1,101.05,12.13,7.18,14.6,0.2
2025-06-29 10:00:52.400,MiniBot_1,100.6,83.06,7.2,73.7,0.4
2025-06-29 10:00:52.500,MiniBot_1,56.24,7.48,7.18,43.6,359.2
2025-06-29 10:00:52.600,MiniBot_1,49.78,61.13,7.19,28.7,357.6
2025-06-29 10:00:52.700,MiniBot_1,32.81,119.6,7.19,191.8,359.2
2025-06-29 10:00:52.800,MiniBot_1,6.77,97.68,7.15,123.9,0.5
2025-06-29 10:00:52.900,MiniBot_1,103.77,73.83,7.15,148.4,1.5
2025-06-29 10:00:53.000,MiniBot_1,97.55,36.75,7.2,69.9,359.7
2025-06-29 10:00:53.100,MiniBot_1,119.97,74.87,7.16,84.7,1.1
2025-06-29 10:00:53.200,MiniBot_1,119.6,63.24,7.16,55.0,0.9
2025-06-29 10:00:53.300,MiniBot_1,66.65,51.13,7.2,28.4,0.2
2025-06-29 10:00:53.400,MiniBot_1,92.28,15.69,7.16,44.0,0.4
2025-06-29 10:00:53.500,MiniBot_1,113.37,106.39,7.15,161.5,358.8
2025-06-29 10:00:53.600,MiniBot_1,101.96,53.97,7.2,138.7,359.8
2025-06-29 10:00:53.700,MiniBot_1,29.68,23.35,7.19,113.9,0.1
2025-06-29 10:00:53.800,MiniBot_1,54.07,44.13,7.16,100.3,358.9
2025-06-29 10:00:53.900,MiniBot_1,15.5,49.7,7.17,185.3,357.6
2025-06-29 10:00:54.000,MiniBot_1,114.49,99.3,7.16,23.8,356.4
2025-06-29 10:00:54.100,MiniBot_1,72.74,88.03,7.17,63.3,354.6
2025-06-29 10:00:54.200,MiniBot_1,27.44,92.32,7.17,76.5,354.9
2025-06-29 10:00:54.300,MiniBot_1,80.6,1.32,7.2,158.7,356.3
2025-06-29 10:00:54.400,MiniBot_1,74.18,49.94,7.15,198.6,354.4
2025-06-29 10:00:54.500,MiniBot_1,42.98,57.76,7.15,55.7,352.6
2025-06-29 10:00:54.600,MiniBot_1,13.63,2.3,7.18,176.1,352.9
2025-06-29 10:00:54.700,MiniBot_1,80.59,31.18,7.17,167.8,354.1
2025-06-29 10:00:54.800,MiniBot_1,62.44,91.23,7.2,52.7,353.4
2025-06-29 10:00:54.900,MiniBot_1,92.68,16.45,7.16,85.9,352.8
2025-06-29 10:00:55.000,MiniBot_1,62.42,64.24,7.16,87.8,353.2
2025-06-29 10:00:55.100,MiniBot_1,102.26,25.82,7.17,195.9,352.3
2025-06-29 10:00:55.200,MiniBot_1,66.23,1.45,7.15,44.4,350.4
2025-06-29 10:00:55.300,MiniBot_1,67.31,28.94,7.18,161.8,351.4
2025-06-29 10:00:55.400,MiniBot_1,105.2,117.1,7.16,73.5,351.9
2025-06-29 10:00:55.500,MiniBot_1,48.42,96.18,7.19,148.9,352.2
2025-06-29 10:00:55.600,MiniBot_1,16.08,115.15,7.17,89.8,353.2
2025-06-29 10:00:55.700,MiniBot_1,3.45,58.54,7.17,119.9,353.9
2025-06-29 10:00:55.800,MiniBot_1,90.62,13.17,7.16,168.2,352.7
2025-06-29 10:00:55.900,MiniBot_1,74.44,65.76,7.17,162.8,352.1
2025-06-29 10:00:56.000,MiniBot_1,84.49,54.53,7.17,174.6,350.6
2025-06-29 10:00:56.100,MiniBot_1,25.56,101.32,7.15,21.3,349.1
2025-06-29 10:00:56.200,MiniBot_1,16.36,11.77,7.17,141.5,349.8
2025-06-29 10:00:56.300,MiniBot_1,1.75,58.59,7.2,36.6,351.3
2025-06-29 10:00:56.400,MiniBot_1,42.07,18.01,7.13,89.0,353.1
2025-06-29 10:00:56.500,MiniBot_1,70.79,38.96,7.14,114.2,353.6
2025-06-29 10:00:56.600,MiniBot_1,47.07,88.48,7.19,86.5,352.4
2025-06-29 10:00:56.700,MiniBot_1,52.5,57.12,7.15,108.7,350.8
2025-06-29 10:00:56.800,MiniBot_1,108.5,45.11,7.17,199.3,352.0
2025-06-29 10:00:56.900,MiniBot_1,41.79,47.34,7.16,35.7,352.4
2025-06-29 10:00:57.000,MiniBot_1,61.68,55.13,7.16,138.3,352.8
2025-06-29 10:00:57.100,MiniBot_1,94.04,94.2,7.17,85.2,354.0
2025-06-29 10:00:57.200,MiniBot_1,47.59,107.05,7.18,35.3,354.8
2025-06-29 10:00:57.300,MiniBot_1,74.65,114.64,7.17,40.2,356.1
2025-06-29 10:00:57.400,MiniBot_1,103.48,94.43,7.18,190.4,354.3
2025-06-29 10:00:57.500,MiniBot_1,113.94,37.85,7.18,177.1,355.3
2025-06-29 10:00:57.600,MiniBot_1,17.65,82.58,7.16,182.3,356.7
2025-06-29 10:00:57.700,MiniBot_1,111.19,52.51,7.17,198.4,355.9
2025-06-29 10:00:57.800,MiniBot_1,59.05,30.56,7.15,49.6,356.4
2025-06-29 10:00:57.900,MiniBot_1,30.99,100.9,7.13,77.5,355.7
2025-06-29 10:00:58.000,MiniBot_1,55.1,4.61,7.17,137.2,357.5
2025-06-29 10:00:58.100,MiniBot_1,117.6,108.21,7.15,101.9,355.7
2025-06-29 10:00:58.200,MiniBot_1,59.11,55.38,7.15,89.5,356.0
2025-06-29 10:00:58.300,MiniBot_1,39.45,76.46,7.15,78.0,354.6
2025-06-29 10:00:58.400,MiniBot_1,76.01,79.12,7.15,122.8,355.5
2025-06-29 10:00:58.500,MiniBot_1,28.82,107.41,7.14,119.4,354.2
2025-06-29 10:00:58.600,MiniBot_1,9.1,76.4,7.15,40.7,353.1
2025-06-29 10:00:58.700,MiniBot_1,15.47,73.67,7.18,99.6,353.1
2025-06-29 10:00:58.800,MiniBot_1,15.37,8.0,7.14,115.2,354.8
2025-06-29 10:00:58.900,MiniBot_1,18.23,62.21,7.14,118.4,353.6
2025-06-29 10:00:59.000,MiniBot_1,16.66,18.02,7.17,49.9,352.2
2025-06-29 10:00:59.100,MiniBot_1,76.9,88.49,7.15,151.0,353.2
2025-06-29 10:00:59.200,MiniBot_1,21.83,61.47,7.14,14.8,353.2
2025-06-29 10:00:59.300,MiniBot_1,41.48,81.63,7.16,77.4,354.9
2025-06-29 10:00:59.400,MiniBot_1,107.61,5.0,7.13,158.2,353.5
2025-06-29 10:00:59.500,MiniBot_1,56.88,10.18,7.1,117.1,354.0
2025-06-29 10:00:59.600,MiniBot_1,80.11,85.96,7.17,59.6,353.0
2025-06-29 10:00:59.700,MiniBot_1,20.68,8.65,7.18,142.0,351.6
2025-06-29 10:00:59.800,MiniBot_1,23.07,8.55,7.14,117.8,352.3
2025-06-29 10:00:59.900,MiniBot_1,4.9,1.45,7.14,161.3,352.7
2025-06-29 10:01:00.000,MiniBot_1,20.27,114.78,7.15,149.7,353.7
2025-06-29 10:01:00.100,MiniBot_1,33.43,88.5,7.12,125.9,353.0
2025-06-29 10:01:00.200,MiniBot_1,21.24,42.39,7.18,102.8,352.8
2025-06-29 10:01:00.300,MiniBot_1,10.64,35.58,7.13,35.3,352.4
2025-06-29 10:01:00.400,MiniBot_1,14.48,41.96,7.16,59.7,354.3
2025-06-29 10:01:00.500,MiniBot_1,55.29,92.96,7.11,89.6,353.5
2025-06-29 10:01:00.600,MiniBot_1,24.76,79.36,7.11,123.9,352.7
2025-06-29 10:01:00.700,MiniBot_1,43.71,22.22,7.16,107.6,352.1
2025-06-29 10:01:00.800,MiniBot_1,60.41,20.89,7.16,64.8,352.3
2025-06-29 10:01:00.900,MiniBot_1,82.85,11.81,7.13,11.2,351.4
2025-06-29 10:01:01.000,MiniBot_1,4.72,79.24,7.15,104.3,353.0
2025-06-29 10:01:01.100,MiniBot_1,95.93,91.72,7.15,64.3,352.1
2025-06-29 10:01:01.200,MiniBot_1,75.35,31.81,7.14,149.6,353.7
2025-06-29 10:01:01.300,MiniBot_1,9.81,2.51,7.18,14.5,352.1
2025-06-29 10:01:01.400,MiniBot_1,104.83,9.86,7.14,121.1,352.7
2025-06-29 10:01:01.500,MiniBot_1,110.5,116.14,7.16,188.9,354.3
2025-06-29 10:01:01.600,MiniBot_1,7.33,35.45,7.15,43.1,353.0
2025-06-29 10:01:01.700,MiniBot_1,33.23,92.31,7.11,99.6,354.9
2025-06-29 10:01:01.800,MiniBot_1,96.74,74.96,7.17,27.4,354.7
2025-06-29 10:01:01.900,MiniBot_1,89.79,45.83,7.13,128.9,356.5
2025-06-29 10:01:02.000,MiniBot_1,22.14,24.68,7.15,114.6,357.2
2025-06-29 10:01:02.100,MiniBot_1,25.12,14.57,7.15,87.4,356.4
2025-06-29 10:01:02.200,MiniBot_1,44.46,73.8,7.12,109.1,355.1
2025-06-29 10:01:02.300,MiniBot_1,58.14,92.96,7.13,180.3,354.4
2025-06-29 10:01:02.400,MiniBot_1,74.19,77.27,7.13,47.3,352.7
2025-06-29 10:01:02.500,MiniBot_1,44.27,63.64,7.12,14.3,351.3
2025-06-29 10:01:02.600,MiniBot_1,55.5,5.03,7.15,173.7,349.7
2025-06-29 10:01:02.700,MiniBot_1,89.7,116.22,7.15,119.7,349.4
2025-06-29 10:01:02.800,MiniBot_1,4.4,95.85,7.16,179.2,350.6
2025-06-29 10:01:02.900,MiniBot_1,30.29,35.14,7.15,123.4,349.2
2025-06-29 10:01:03.000,MiniBot_1,85.6,117.6,7.08,163.9,347.7
2025-06-29 10:01:03.100,MiniBot_1,107.42,72.23,7.11,91.6,348.3
2025-06-29 10:01:03.200,MiniBot_1,61.4,69.89,7.16,152.5,347.0
2025-06-29 10:01:03.300,MiniBot_1,63.85,89.77,7.16,183.5,345.4
2025-06-29 10:01:03.400,MiniBot_1,12.86,97.41,7.13,118.7,344.1
2025-06-29 10:01:03.500,MiniBot_1,53.69,78.78,7.12,44.3,345.8
2025-06-29 10:01:03.600,MiniBot_1,63.91,15.37,7.12,61.1,347.1
2025-06-29 10:01:03.700,MiniBot_1,29.1,40.59,7.14,47.7,346.5
2025-06-29 10:01:03.800,MiniBot_1,32.31,111.37,7.14,56.9,347.1
2025-06-29 10:01:03.900,MiniBot_1,45.27,26.95,7.13,68.2,347.3
2025-06-29 10:01:04.000,MiniBot_1,2.41,44.66,7.13,115.5,348.0
2025-06-29 10:01:04.100,MiniBot_1,38.65,51.85,7.18,121.7,348.7
2025-06-29 10:01:04.200,MiniBot_1,25.37,52.73,7.14,91.0,349.2
2025-06-29 10:01:04.300,MiniBot_1,39.3,73.55,7.15,126.9,348.3
2025-06-29 10:01:04.400,MiniBot_1,14.37,113.17,7.13,25.5,346.4
2025-06-29 10:01:04.500,MiniBot_1,106.86,28.88,7.07,26.7,346.3
2025-06-29 10:01:04.600,MiniBot_1,71.23,14.58,7.12,42.6,347.8
